-1.063212092949948617e-01,-3.502842024779066477e-01,-4.759620373863128473e-02,2.261051752084874411e-01
1.501617301907515190e-01,1.124445810858896583e-01,3.832272835725529236e-01,-2.169114144899416119e-01
-3.361682772057460467e-01,5.139535679321742823e-01,4.656701307925542044e-01,-4.427102188472897826e-01
1.939789145305101381e-01,-2.878918926174308668e-01,6.522396533064704904e-01,-3.032803851367827375e-01
-2.961856829874923158e-01,3.517052169781296755e-01,-3.679708269776462148e-01,2.160892900584591436e-01
5.720414116304483043e-01,-2.658354925800825441e-01,-1.010180440271658542e-01,-1.939239093880887888e-01
5.860508297473439043e-01,-4.310958297217110657e-01,2.069053589076050859e-01,-4.220922254094013337e-01
-4.501707048081509122e-01,-2.580290125925963629e-01,-2.504946310384660868e-01,5.454358352963268874e-01
5.311326121683728196e-01,-3.458620698445075137e-01,1.208068764174269755e-01,-5.296455935099892987e-01
-7.038462688014688329e-01,5.123113153292412070e-03,3.237655907529508048e-01,3.695656165065691612e-01
-4.423578060117184796e-01,-2.098259014905554942e-01,2.335777869127585171e-01,3.958191485373273033e-01
3.246989620619894490e-01,4.509360220831586941e-01,-4.608769603126071646e-01,-3.118692873106040375e-01
-1.086834054256334420e-01,5.993922747160586040e-01,7.557413506697165106e-02,-3.764786526746444761e-01
-2.868365854475447008e-01,-1.388520365930924760e-01,6.170638930621642482e-01,-2.385114535718895201e-01
-1.589005182653649428e-01,5.205881808192733828e-01,-1.122695308851586610e-01,-3.764215323630915599e-01
-1.550357343394605514e-01,7.624289555605084923e-01,-1.243904995380018530e-01,-3.521599395834896784e-01
-4.889780071969977993e-01,-4.215492139931019677e-01,6.070002563965266607e-01,2.511854607608396961e-01
2.782261736334393221e-01,-6.571542082166115240e-01,2.334320105082199684e-02,4.582708618598593797e-01
3.040552829421583891e-01,-2.762080757277693976e-01,2.593694462329760309e-01,-2.552048040265136319e-01
3.984835526181789156e-01,-4.925682061489154440e-01,3.693435972949858925e-01,-4.381407765699952273e-01
2.693933471119707712e-01,1.835899380329335251e-02,-8.432180631105709034e-01,2.449615007515615339e-01
3.019453794373473388e-01,-1.767778776971963284e-01,1.815598062105072130e-01,-1.591741322410299975e-01
-1.015853076899793789e-01,5.028925715254273232e-01,-1.169578792808410594e-01,-2.326429336267531178e-01
-3.420742257587426893e-01,1.530604440635039420e-01,4.082752545905460329e-01,-1.942818178005269458e-01
-6.947972545987571857e-01,2.472309456788778503e-01,1.707720014807869724e-01,3.330484983444519376e-01
7.157405434024806390e-02,-2.641330233125267490e-01,2.681224869163606472e-02,3.733667922703945430e-01
6.789296138195277663e-02,3.448551874356363678e-01,-1.878204109163491009e-01,1.323895683301241077e-01
3.171135680880395880e-01,3.698131917833444859e-01,-2.756622128821680784e-01,-1.045240069478658995e-01
-1.773172729019249494e-01,3.160790480761118681e-01,1.994042780008406790e-01,-2.117607966288731491e-01
4.590333805656517385e-01,-2.267396265014081647e-01,2.933181359273774880e-01,-2.173877051908308100e-01
-1.651076278896058125e-01,1.607204262902658665e-01,5.640546151643065220e-02,2.732459005626147047e-02
-5.179608794073001787e-01,5.089875335001921020e-01,1.761447008219378108e-01,-1.770555080165807094e-01
-5.871076452798017487e-01,-2.650632433120443318e-02,2.176918667673466978e-01,2.600877866464337829e-01
-1.530509140262076018e-01,4.869155550320173886e-01,-4.613867460961547096e-01,4.459357007305278509e-01
2.042549876547415932e-01,-5.200419668059096390e-01,-5.518568293584653617e-01,1.881683901775419721e-01
-7.770360864510922339e-02,4.093722456679320110e-01,-2.716092381327691596e-01,4.021552578913955012e-01
3.144803805265932728e-01,-2.914063306754173244e-01,2.648063140291467832e-01,-4.476054061274819529e-01
-5.892621119238605765e-01,-4.964687318115427184e-01,2.125537674459286319e-01,4.154952043212580826e-01
5.072730253253797672e-01,1.617735471516307255e-01,-4.960182556476933624e-01,-3.635674782097717550e-01
1.289497725284260432e-01,1.389627913772322615e-02,-7.969342262660956688e-01,2.635066057800870554e-01
-1.947117712070417159e-02,3.093326784453616085e-01,4.085914796499177659e-01,-2.171163595242560918e-01
5.292800750051186442e-01,5.424034251864080503e-01,-5.551876674913595044e-01,-4.534817791876499249e-01
5.397702299570392853e-02,-3.932813317294860944e-01,7.299043246361777704e-02,5.212624432264353347e-01
1.937349303165609438e-01,-1.655840347277740265e-01,-8.558824506758255790e-02,-2.841814826642503206e-02
-2.078175732279056720e-01,-5.204279823214442713e-01,1.975670826569315697e-01,5.357846209768023504e-01
-5.010235453541969086e-01,-2.793420546401687576e-01,3.716661188478692646e-01,6.393166818387324701e-01
4.057249011731963728e-01,-3.340123888362930282e-01,-3.087285636668304911e-01,4.223871339994064722e-01
2.402853590964467156e-01,1.206672493221847414e-01,-6.171056494523898817e-01,2.924425374621911211e-01
4.736947821010923376e-01,-4.130207868155362783e-01,2.666685505180251825e-01,-6.869637001725521774e-02
1.243003400696535100e-03,-1.724590060833184058e-01,-3.330101747723355210e-01,3.850799552314332908e-01
-3.286453942517511551e-01,1.030697357558695293e-01,-3.227942300365029271e-01,5.690567537320210256e-01
3.517062935597943807e-01,3.602506897186615320e-01,-4.268489286292627138e-01,-3.015088627598587756e-01
-6.642769644954602537e-01,4.059155266021624020e-01,6.140314413644513136e-01,-5.906207386266209003e-01
3.096013241536569871e-01,-1.244438793498181539e-01,-2.580494572979937784e-01,2.695851904713538194e-01
-3.066114018204987302e-01,5.073782145155844026e-01,2.500363379131216868e-01,-4.887545129222959361e-01
-1.128751576752060753e-01,1.668894667662360054e-01,-8.248127002948277275e-02,-2.804254672126035852e-01
5.386419827752526590e-01,3.211906750972950420e-01,-4.410273294202401440e-01,-3.469679157727849073e-01
-1.826024077640233112e-01,-2.282621445509373792e-01,1.071162783234949900e-01,1.819707442932185296e-02
4.485823171370163509e-01,-2.976789128373596993e-01,3.898153240102790740e-01,-3.492189509564312400e-01
3.183822821513739298e-01,-2.873454452664405134e-01,2.606658973786910583e-01,-3.329029483781156817e-01
8.836571967273587624e-02,2.788455025493987161e-01,2.939315973895632525e-02,-5.873257500695296951e-01
-3.869233039341354874e-01,3.510731967898038097e-01,-1.644664360775871803e-01,3.699690785196504406e-01
-1.101096744728204541e-01,3.071295961788480522e-01,1.604692283993584268e-01,-6.008265507631653339e-03
-3.255326153230004849e-01,-6.315047366928726313e-02,5.445366781216641749e-01,-2.652182814300328983e-01
